;Bezirk Mitte: Energieverbrauchsübersicht bezirklicher Liegenschaften 2017;;;;;;;
;;;;;;;;
;lfd. Nr.;Liegenschaft;Adresse Straße;Adresse PLZ;Wärmeversorgung;Wärmeverbrauch witterungsbereinigt;Stromverbrauch;Bemerkungen
;;;;;;kWh;kWh;
Verwaltung;158;Büroräume Fleisch- und Fruchtgroßmarkt;Beusselstr. 44 n-q;10553;unbekannt, Mietobjekt;63.462;6.326;
Verwaltung;159;Bürodienstgebäude (Friedhofsverwaltung);Dohnagestell 9;13351;Heizöl;220.826;123.250;
Verwaltung;160;Bürodienstgebäude (Jug);Grüntaler Str. 21;13357;Heizöl;319.973;38.838;
Verwaltung;161;Bürodienstgebäude (Rathaus Mitte);Karl-Marx-Allee 31;10178;Fernwärme;1.461.040;1.036.256;
Verwaltung;162;Bürodienstgebäude (Rathaus Wedding);Müllerstr. 146;13353;Fernwärme;1.201.346;-;Stromversorgung durch Extern
Verwaltung;163;Haus der Gesundheit Wedding;Reinickendorfer Str. 60 b;13347;Fernwärme;942.881;133.111;Stromseitige Mitversorgung von Nr. 89
Verwaltung;164;Bürodienstgebäude (Jugendamt);Schulstr. 101;13347;Fernwärme;605.031;83.133;Mitversorgung Wärmeseitig von Nr. 84 & 165, Stromseitig von Nr. 84
Verwaltung;165;Bürodienstgebäude (Bauaktenarchiv);Schulstr. 99;13347;Fernwärme;-;2.001;Wärmeversorgung durch Nr. 164, Sanierung
Verwaltung;166;Rathaus Tiergarten;Mathilde-Jacob-Platz 1;10551;Fernwärme;1.321.054;441.585;
Verwaltung;167;Bürodienstgebäude (Turmstraße);Turmstr. 33;10551;unbekannt, Mietobjekt;46.029;2.231;
Verwaltung;168;Bürodienstgebäude (Kapweg);Kapweg 3-5;13405;unbekannt, Mietobjekt;-;5.817;
;Sonstiges;;;;;703.890;1.427.529;
;;;;;Gesamtsumme Bezirk Mitte:;68.406.761;15.308.347;
